AÑO_INFRACCION,MES_INFRACCION,COD_INFRACCION,DESC_INFRACCION,TIPO_INFRACCION,SERVICIO_VEHICULO_INFRACTOR,CLASE_VEHICULO_INFRACTOR,CANTIDAD_INFRACCIONES
2022,5,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PARTICULAR,MICROBUS,1
2022,5,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PARTICULAR,MOTOCICLETA,1
2022,5,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PARTICULAR,VOLQUETA,1
2022,5,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PUBLICO,AUTOMOVIL,24
2022,5,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PUBLICO,BUSETA,3
2022,5,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PUBLICO,CAMION,13
2022,5,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PUBLICO,CAMIONETA,14
2022,5,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PUBLICO,MICROBUS,1
2022,5,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PUBLICO,TRACTO/CAMION,2
2022,5,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PUBLICO,VOLQUETA,1
2022,5,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,Otros,Otros,5
2022,5,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,OFICIAL,MOTOCICLETA,1
2022,5,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PARTICULAR,AUTOMOVIL,33
2022,5,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PARTICULAR,CAMION,5
2022,5,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PARTICULAR,CAMIONETA,10
2022,5,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PARTICULAR,MICROBUS,1
2022,5,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PARTICULAR,MOTOCARRO,11
2022,5,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PARTICULAR,MOTOCICLETA,609
2022,5,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PUBLICO,AUTOMOVIL,27
2022,5,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PUBLICO,BUS,1
2022,5,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PUBLICO,CAMION,8
2022,5,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PUBLICO,CAMIONETA,3
2022,5,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PUBLICO,VOLQUETA,1
2022,5,D02,"Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado",Transito,Otros,Otros,1
2022,5,D02,"Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado",Transito,OFICIAL,MOTOCICLETA,1
2022,5,D02,"Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado",Transito,PARTICULAR,AUTOMOVIL,24
2022,5,D02,"Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado",Transito,PARTICULAR,BICICLETA O TRICICLO,1
2022,5,D02,"Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado",Transito,PARTICULAR,CAMION,2
2022,5,D02,"Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado",Transito,PARTICULAR,CAMIONETA,6
2022,5,D02,"Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado",Transito,PARTICULAR,CAMPERO,2
2022,5,D02,"Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado",Transito,PARTICULAR,MOTOCARRO,8
2022,5,D02,"Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado",Transito,PARTICULAR,MOTOCICLETA,902
2022,5,D02,"Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado",Transito,PUBLICO,AUTOMOVIL,2
2022,5,D02,"Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado",Transito,PUBLICO,CAMION,2
2022,5,D02,"Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado",Transito,PUBLICO,CAMIONETA,1
2022,5,D03,"Transitar en sentido contrario al estipulado para la vía, calzada o carril. En el caso de motocicletas se procederá a su inmovilización hasta tanto no se pague el valor dela multa o la autoridad competente decida sobre la imposición en los términos de los art 135,136 del CNT",Transito,PARTICULAR,AUTOMOVIL,53
2022,5,D03,"Transitar en sentido contrario al estipulado para la vía, calzada o carril. En el caso de motocicletas se procederá a su inmovilización hasta tanto no se pague el valor dela multa o la autoridad competente decida sobre la imposición en los términos de los art 135,136 del CNT",Transito,PARTICULAR,CAMION,1
2022,5,D03,"Transitar en sentido contrario al estipulado para la vía, calzada o carril. En el caso de motocicletas se procederá a su inmovilización hasta tanto no se pague el valor dela multa o la autoridad competente decida sobre la imposición en los términos de los art 135,136 del CNT",Transito,PARTICULAR,CAMIONETA,14
2022,5,D03,"Transitar en sentido contrario al estipulado para la vía, calzada o carril. En el caso de motocicletas se procederá a su inmovilización hasta tanto no se pague el valor dela multa o la autoridad competente decida sobre la imposición en los términos de los art 135,136 del CNT",Transito,PARTICULAR,CAMPERO,4
2022,5,D03,"Transitar en sentido contrario al estipulado para la vía, calzada o carril. En el caso de motocicletas se procederá a su inmovilización hasta tanto no se pague el valor dela multa o la autoridad competente decida sobre la imposición en los términos de los art 135,136 del CNT",Transito,PARTICULAR,MOTOCICLETA,168
2022,5,D03,"Transitar en sentido contrario al estipulado para la vía, calzada o carril. En el caso de motocicletas se procederá a su inmovilización hasta tanto no se pague el valor dela multa o la autoridad competente decida sobre la imposición en los términos de los art 135,136 del CNT",Transito,PUBLICO,AUTOMOVIL,23
2022,5,D03,"Transitar en sentido contrario al estipulado para la vía, calzada o carril. En el caso de motocicletas se procederá a su inmovilización hasta tanto no se pague el valor dela multa o la autoridad competente decida sobre la imposición en los términos de los art 135,136 del CNT",Transito,PUBLICO,BUS,1
2022,5,D03,"Transitar en sentido contrario al estipulado para la vía, calzada o carril. En el caso de motocicletas se procederá a su inmovilización hasta tanto no se pague el valor dela multa o la autoridad competente decida sobre la imposición en los términos de los art 135,136 del CNT",Transito,PUBLICO,BUSETA,1
2022,5,D03,"Transitar en sentido contrario al estipulado para la vía, calzada o carril. En el caso de motocicletas se procederá a su inmovilización hasta tanto no se pague el valor dela multa o la autoridad competente decida sobre la imposición en los términos de los art 135,136 del CNT",Transito,PUBLICO,CAMION,2
2022,5,D03,"Transitar en sentido contrario al estipulado para la vía, calzada o carril. En el caso de motocicletas se procederá a su inmovilización hasta tanto no se pague el valor dela multa o la autoridad competente decida sobre la imposición en los términos de los art 135,136 del CNT",Transito,PUBLICO,CAMIONETA,4
2022,5,D03,"Transitar en sentido contrario al estipulado para la vía, calzada o carril. En el caso de motocicletas se procederá a su inmovilización hasta tanto no se pague el valor dela multa o la autoridad competente decida sobre la imposición en los términos de los art 135,136 del CNT",Transito,PUBLICO,MICROBUS,1
2022,5,D03,"Transitar en sentido contrario al estipulado para la vía, calzada o carril. En el caso de motocicletas se procederá a su inmovilización hasta tanto no se pague el valor dela multa o la autoridad competente decida sobre la imposición en los términos de los art 135,136 del CNT",Transito,PUBLICO,TRACTO/CAMION,1
2022,5,D04,"No detenerse ante luz roja o amarilla de semáforo,una señal de PARE,un semáforo intermitente en rojo. En el caso de motocicletas se procederá a la inmovilización hasta tanto no pague el valor de la multa o a la autoridad competente decida sobre si imposición en los términos de los art 135,136 CNT",Transito,PARTICULAR,AUTOMOVIL,16
2022,5,D04,"No detenerse ante luz roja o amarilla de semáforo,una señal de PARE,un semáforo intermitente en rojo. En el caso de motocicletas se procederá a la inmovilización hasta tanto no pague el valor de la multa o a la autoridad competente decida sobre si imposición en los términos de los art 135,136 CNT",Transito,PARTICULAR,CAMIONETA,7
2022,5,D04,"No detenerse ante luz roja o amarilla de semáforo,una señal de PARE,un semáforo intermitente en rojo. En el caso de motocicletas se procederá a la inmovilización hasta tanto no pague el valor de la multa o a la autoridad competente decida sobre si imposición en los términos de los art 135,136 CNT",Transito,PARTICULAR,CAMPERO,4
2022,5,D04,"No detenerse ante luz roja o amarilla de semáforo,una señal de PARE,un semáforo intermitente en rojo. En el caso de motocicletas se procederá a la inmovilización hasta tanto no pague el valor de la multa o a la autoridad competente decida sobre si imposición en los términos de los art 135,136 CNT",Transito,PARTICULAR,MOTOCICLETA,36
